MARKET,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,CORP_IND,HI_52_WK,LO_52_WK
N,SM,ACCENTMIC,ACCENT MICROCELL LIMITED,       283.25,       283.25,       283.25,       278.00,       281.60,                  4761275.00,17000, ,       364.00,       224.00
